actualprice,auto_des,bedrooms,booking_amt,covAreaUnit,flooring_typ,fur_unfur,house_facing,landmarks,locality,main_charges,no_balconies,parking,property_typ,seller_type,sqftprice
17500000,"5 BHK, Villa is available for Sale in Bidaraguppe, Bangalore for 1.7 Crore(s)",4,500000,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Bidaraguppe,monthly,3,1 Covered,Villa,builder,8862
72150000,"8 BHK, Residential House is available for Sale in Stage 2 Indiranagar, Bangalore for 7.2 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,quarterly,3,2 Covered,Villa,agent,8862
50000000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Devanahalli,yearly,1,1 Covered,Villa,contracter,9339
27295824,"4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.7 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,agent,
29000000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 2.9 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,monthly,,1 Covered,,contracter,
14000000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 1.4 Crore(s)",4,500000,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Bidaraguppe,halfyearly,3,2 Covered,Villa,builder,8862
17500000,"5 BHK, Villa is available for Sale in Bidaraguppe, Bangalore for 1.7 Crore(s)",4,500000,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Bidaraguppe,halfyearly,3,1 Covered,Villa,contracter,8862
50000000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Devanahalli,quarterly,1,1 Covered,Villa,agent,9339
17351475,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,monthly,,1 Covered,,owner,
40890234,"4 BHK, Villa is available for Sale in Bannerghatta Main Road, Bangalore for 4.8 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,halfyearly,,1 Covered,,owner,
17934525,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,halfyearly,,1 Covered,,agent,
48000000,"4 BHK, Villa is available for Sale in Hennur Gardens, Bangalore for 4.8 Crore(s)",4,500000,2768,"Ceramic Tiles,Granite,Marble,Marbonite,Mosaic,Normal Tiles/Kotah Stone,Wooden",Unfurnished,East Facing Property,Located in Hennur Main Road Close to ORR Road,Hennur Gardens,yearly,2,2 Covered,Villa,Agent,13994
37500000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 3.7 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,yearly,3,2 Covered,Villa,owner,8862
28000000,"4 BHK, Villa is available for Sale in Allalasandra Yelahanka, Bangalore for 2.8 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,halfyearly,3,1 Covered,Villa,builder,8862
14000000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 1.4 Crore(s)",4,500000,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Bidaraguppe,yearly,3,2 Covered,Villa,agent,8862
37500000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 3.7 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,monthly,3,2 Covered,Villa,owner,8862
28500000,"4 BHK, Villa is available for Sale in Thirupalya, Bangalore for 2.8 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,halfyearly,3,2 Covered,Villa,Agent,8862
32000000,"4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 3.2 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,halfyearly,3,1 Covered,Villa,builder,8862
21710898,"4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.1 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,halfyearly,,1 Covered,,agent,
24974000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,monthly,,1 Covered,,builder,
32500000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 3.2 Crore(s)",4,500000,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Yelahanka,yearly,1,1 Covered,Villa,Agent,9339
55000000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.5 Crore(s)",4,500000,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Yelahanka,monthly,1,2 Covered,Villa,builder,9339
58400000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.8 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,monthly,3,1 Covered,Villa,builder,8862
28000000,"4 BHK, Villa is available for Sale in Allalasandra Yelahanka, Bangalore for 2.8 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,halfyearly,3,1 Covered,Villa,contracter,8862
58400000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.8 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,quarterly,3,1 Covered,Villa,owner,8862
14800000,"2 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.4 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,halfyearly,3,1 Covered,Villa,contracter,8862
26500000,"5 BHK, Residential House is available for Sale in Halanayakanahalli, Bangalore for 2.6 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,quarterly,3,1 Covered,Villa,agent,8862
16200000,"3 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.6 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,halfyearly,,1 Covered,,builder,
24606875,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,yearly,,1 Covered,,contracter,
32000000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 3.2 Crore(s)",4,500000,2500,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Devanahalli,quarterly,1,2 Covered,Villa,contracter,9339
50000000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Devanahalli,yearly,1,1 Covered,Villa,contracter,9339
72150000,"8 BHK, Residential House is available for Sale in Stage 2 Indiranagar, Bangalore for 7.2 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,quarterly,3,2 Covered,Villa,agent,8862
17500000,"5 BHK, Villa is available for Sale in Bidaraguppe, Bangalore for 1.7 Crore(s)",4,500000,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Bidaraguppe,halfyearly,3,1 Covered,Villa,owner,8862
16100000,"5 BHK, Villa is available for Sale in Attibele, Bangalore for 1.6 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,monthly,,1 Covered,,owner,
50000000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Devanahalli,yearly,1,1 Covered,Villa,builder,9339
28500000,"4 BHK, Villa is available for Sale in Thirupalya, Bangalore for 2.8 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,quarterly,3,2 Covered,Villa,Agent,8862
14000000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 1.4 Crore(s)",4,500000,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Bidaraguppe,yearly,3,2 Covered,Villa,agent,8862
37500000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 3.7 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,yearly,3,2 Covered,Villa,contracter,8862
12923225,"3 BHK, Villa is available for Sale in Chandapura Anekal Road, Bangalore for 1.2 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,contracter,
29000000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 2.9 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,halfyearly,,1 Covered,,owner,
32000000,"4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 3.2 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,halfyearly,3,1 Covered,Villa,owner,8862
14800000,"2 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.4 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,yearly,3,1 Covered,Villa,builder,8862
28000000,"4 BHK, Villa is available for Sale in Allalasandra Yelahanka, Bangalore for 2.8 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,yearly,3,1 Covered,Villa,agent,8862
58400000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.8 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,yearly,3,1 Covered,Villa,contracter,8862
17934525,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,contracter,
48000000,"4 BHK, Villa is available for Sale in Hennur Gardens, Bangalore for 4.8 Crore(s)",4,500000,2768,"Ceramic Tiles,Granite,Marble,Marbonite,Mosaic,Normal Tiles/Kotah Stone,Wooden",Unfurnished,East Facing Property,Located in Hennur Main Road Close to ORR Road,Hennur Gardens,halfyearly,2,2 Covered,Villa,Agent,13994
26500000,"5 BHK, Residential House is available for Sale in Halanayakanahalli, Bangalore for 2.6 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,halfyearly,3,1 Covered,Villa,owner,8862
72150000,"8 BHK, Residential House is available for Sale in Stage 2 Indiranagar, Bangalore for 7.2 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,quarterly,3,2 Covered,Villa,agent,8862
32500000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 3.2 Crore(s)",4,500000,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Yelahanka,yearly,1,1 Covered,Villa,Agent,9339
17500000,"5 BHK, Villa is available for Sale in Bidaraguppe, Bangalore for 1.7 Crore(s)",4,500000,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Bidaraguppe,quarterly,3,1 Covered,Villa,contracter,8862
55000000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.5 Crore(s)",4,500000,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Yelahanka,yearly,1,2 Covered,Villa,contracter,9339
14000000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 1.4 Crore(s)",4,500000,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Bidaraguppe,halfyearly,3,2 Covered,Villa,builder,8862
32000000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 3.2 Crore(s)",4,500000,2500,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Devanahalli,monthly,1,2 Covered,Villa,owner,9339
37500000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 3.7 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,yearly,3,2 Covered,Villa,contracter,8862
28764288,"4 BHK, Villa is available for Sale in Budigere, Bangalore for 2.8 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,halfyearly,,1 Covered,,contracter,
50000000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Devanahalli,monthly,1,1 Covered,Villa,builder,9339
28000000,"4 BHK, Villa is available for Sale in Allalasandra Yelahanka, Bangalore for 2.8 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,quarterly,3,1 Covered,Villa,owner,8862
28240000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 2.8 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,builder,
50000000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Devanahalli,halfyearly,1,1 Covered,Villa,contracter,9339
58400000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.8 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,yearly,3,1 Covered,Villa,agent,8862
12500000,"3 BHK, Villa is available for Sale in Kanakapura Road, Bangalore for 1.2 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,yearly,,1 Open,,contracter,
28500000,"4 BHK, Villa is available for Sale in Thirupalya, Bangalore for 2.8 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,quarterly,3,2 Covered,Villa,Agent,8862
27295824,"4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.7 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,monthly,,1 Covered,,agent,
32000000,"4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 3.2 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,quarterly,3,1 Covered,Villa,owner,8862
17351475,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,contracter,
14800000,"2 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.4 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,monthly,3,1 Covered,Villa,builder,8862
40890234,"4 BHK, Villa is available for Sale in Bannerghatta Main Road, Bangalore for 4.8 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,halfyearly,,1 Covered,,builder,
26500000,"5 BHK, Residential House is available for Sale in Halanayakanahalli, Bangalore for 2.6 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,halfyearly,3,1 Covered,Villa,owner,8862
21710898,"4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.1 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,monthly,,1 Covered,,owner,
72150000,"8 BHK, Residential House is available for Sale in Stage 2 Indiranagar, Bangalore for 7.2 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,halfyearly,3,2 Covered,Villa,builder,8862
24974000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,monthly,,1 Covered,,agent,
17500000,"5 BHK, Villa is available for Sale in Bidaraguppe, Bangalore for 1.7 Crore(s)",4,500000,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Bidaraguppe,halfyearly,3,1 Covered,Villa,agent,8862
16200000,"3 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.6 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,yearly,,1 Covered,,builder,
14000000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 1.4 Crore(s)",4,500000,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Bidaraguppe,monthly,3,2 Covered,Villa,agent,8862
24606875,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,builder,
37500000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 3.7 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,monthly,3,2 Covered,Villa,agent,8862
16100000,"5 BHK, Villa is available for Sale in Attibele, Bangalore for 1.6 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,monthly,,1 Covered,,contracter,
28000000,"4 BHK, Villa is available for Sale in Allalasandra Yelahanka, Bangalore for 2.8 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,halfyearly,3,1 Covered,Villa,contracter,8862
12923225,"3 BHK, Villa is available for Sale in Chandapura Anekal Road, Bangalore for 1.2 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,monthly,,1 Covered,,agent,
28764288,"4 BHK, Villa is available for Sale in Budigere, Bangalore for 2.8 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,agent,
58400000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.8 Crore(s)",4,500000,2900,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Sarjapur Road,yearly,3,1 Covered,Villa,owner,8862
29000000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 2.9 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,owner,
28240000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 2.8 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,builder,
17934525,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,contracter,
12500000,"3 BHK, Villa is available for Sale in Kanakapura Road, Bangalore for 1.2 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,yearly,,1 Open,,contracter,
48000000,"4 BHK, Villa is available for Sale in Hennur Gardens, Bangalore for 4.8 Crore(s)",4,500000,2768,"Ceramic Tiles,Granite,Marble,Marbonite,Mosaic,Normal Tiles/Kotah Stone,Wooden",Unfurnished,East Facing Property,Located in Hennur Main Road Close to ORR Road,Hennur Gardens,monthly,2,2 Covered,Villa,Agent,13994
27295824,"4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.7 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,monthly,,1 Covered,,owner,
32500000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 3.2 Crore(s)",4,500000,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Yelahanka,yearly,1,1 Covered,Villa,Agent,9339
17351475,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,owner,
55000000,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 5.5 Crore(s)",4,500000,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Yelahanka,yearly,1,2 Covered,Villa,contracter,9339
40890234,"4 BHK, Villa is available for Sale in Bannerghatta Main Road, Bangalore for 4.8 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,halfyearly,,1 Covered,,contracter,
32000000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 3.2 Crore(s)",4,500000,2500,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Devanahalli,quarterly,1,2 Covered,Villa,builder,9339
21710898,"4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.1 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,halfyearly,,1 Covered,,contracter,
50000000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Devanahalli,quarterly,1,1 Covered,Villa,builder,9339
24974000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,halfyearly,,1 Covered,,agent,
50000000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 5.0 Crore(s)",4,500000,3900,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Devanahalli,quarterly,1,1 Covered,Villa,agent,9339
16200000,"3 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.6 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,agent,
28764288,"4 BHK, Villa is available for Sale in Budigere, Bangalore for 2.8 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,yearly,,1 Covered,,agent,
28500000,"4 BHK, Villa is available for Sale in Thirupalya, Bangalore for 2.8 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,yearly,3,2 Covered,Villa,Agent,8862
24606875,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,owner,
28240000,"4 BHK, Villa is available for Sale in Devanahalli, Bangalore for 2.8 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,halfyearly,,1 Covered,,agent,
32000000,"4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 3.2 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,quarterly,3,1 Covered,Villa,builder,8862
16100000,"5 BHK, Villa is available for Sale in Attibele, Bangalore for 1.6 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,builder,
12500000,"3 BHK, Villa is available for Sale in Kanakapura Road, Bangalore for 1.2 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Open,,contracter,
14800000,"2 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 1.4 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,quarterly,3,1 Covered,Villa,owner,8862
12923225,"3 BHK, Villa is available for Sale in Chandapura Anekal Road, Bangalore for 1.2 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,quarterly,,1 Covered,,contracter,
27295824,"4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.7 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,monthly,,1 Covered,,agent,
26500000,"5 BHK, Residential House is available for Sale in Halanayakanahalli, Bangalore for 2.6 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,monthly,3,1 Covered,Villa,agent,8862
29000000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 2.9 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,halfyearly,,1 Covered,,builder,
17351475,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,monthly,,1 Covered,,agent,
72150000,"8 BHK, Residential House is available for Sale in Stage 2 Indiranagar, Bangalore for 7.2 Crore(s)",4,500000,2300,"Ceramic Tiles,Vitrified",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Thirupalya,yearly,3,2 Covered,Villa,contracter,8862
17934525,"4 BHK, Villa is available for Sale in Whitefield, Bangalore for 1.7 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,halfyearly,,1 Covered,,contracter,
40890234,"4 BHK, Villa is available for Sale in Bannerghatta Main Road, Bangalore for 4.8 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,yearly,,1 Covered,,contracter,
17500000,"5 BHK, Villa is available for Sale in Bidaraguppe, Bangalore for 1.7 Crore(s)",4,500000,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Bidaraguppe,quarterly,3,1 Covered,Villa,builder,8862
48000000,"4 BHK, Villa is available for Sale in Hennur Gardens, Bangalore for 4.8 Crore(s)",4,500000,2768,"Ceramic Tiles,Granite,Marble,Marbonite,Mosaic,Normal Tiles/Kotah Stone,Wooden",Unfurnished,East Facing Property,Located in Hennur Main Road Close to ORR Road,Hennur Gardens,monthly,2,2 Covered,Villa,Agent,13994
21710898,"4 BHK, Villa is available for Sale in Sarjapura, Bangalore for 2.1 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,yearly,,1 Covered,,contracter,
14000000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 1.4 Crore(s)",4,500000,2136,"Vitrified,Wooden",Unfurnished,East Facing Property,Close to Electronic city and also has good access to metro as well.,Bidaraguppe,quarterly,3,2 Covered,Villa,owner,8862
32500000,"4 BHK, Villa is available for Sale in Yelahanka, Bangalore for 3.2 Crore(s)",4,500000,3000,Ceramic Tiles,Unfurnished,East Facing Property,Close to Healthcare and business centers,Yelahanka,quarterly,1,1 Covered,Villa,Agent,9339
24974000,"4 BHK, Villa is available for Sale in Sarjapur Road, Bangalore for 2.4 Crore(s)",,,,,,,"Channasandra Main Road, Nagondanahalli",,monthly,,1 Covered,,contracter,
